video_id,gloss,split,url,bbox,fps,frame_start,frame_end,source,video_path
12315,computer,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,"[436, 35, 1765, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/12315.mp4
12316,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,"[412, 18, 1698, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/12316.mp4
12317,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,"[473, 44, 1708, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/12317.mp4
12318,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,"[365, 45, 1673, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/12318.mp4
12319,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,"[494, 99, 1414, 1077]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/12319.mp4
12320,computer,test,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,"[74, 19, 565, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/12320.mp4
12326,computer,val,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,"[69, 9, 214, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/12326.mp4
12327,computer,train,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,"[63, 0, 218, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/12327.mp4
65167,before,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,"[190, 0, 504, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65167.mp4
65328,chair,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4,"[169, 15, 476, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65328.mp4
69345,go,val,http://aslbricks.org/New/ASL-Videos/go.mp4,"[268, 38, 898, 720]",25,1,-1,aslbrick,/Users/pratham/Programming/Hackathon/data/videos/69345.mp4
24955,go,train,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,"[79, 22, 201, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/24955.mp4
24956,go,train,https://www.signingsavvy.com/signs/mp4/23/23401.mp4,"[81, 22, 199, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/24956.mp4
24941,go,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4,"[187, 18, 526, 414]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/24941.mp4
24960,go,test,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,"[78, 25, 214, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/24960.mp4
24961,go,train,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,"[78, 25, 214, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/24961.mp4
24962,go,train,https://www.signingsavvy.com/signs/mp4/23/23519.mp4,"[88, 25, 217, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/24962.mp4
65824,go,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4,"[149, 9, 591, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65824.mp4
24973,go,train,http://www.aslsearch.com/signs/videos/go.mp4,"[229, 42, 573, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/24973.mp4
24943,go,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4,"[283, 19, 812, 480]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/24943.mp4
24946,go,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4,"[607, 62, 1534, 1075]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/24946.mp4
24947,go,train,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4,"[58, 2, 557, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/24947.mp4
24940,go,train,https://media.spreadthesign.com/video/mp4/13/58507.mp4,"[37, 1, 284, 240]",25,1,-1,spreadthesign,/Users/pratham/Programming/Hackathon/data/videos/24940.mp4
24952,go,val,https://www.signingsavvy.com/signs/mp4/22/22235.mp4,"[32, 14, 204, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/24952.mp4
24954,go,train,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,"[79, 22, 201, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/24954.mp4
11310,clothes,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4,"[403, 67, 893, 720]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/11310.mp4
11330,clothes,train,http://www.aslsearch.com/signs/videos/clothes.mp4,"[165, 51, 578, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/11330.mp4
11311,clothes,test,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4,"[70, 21, 614, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/11311.mp4
11313,clothes,train,https://www.signingsavvy.com/signs/mp4/6/6566.mp4,"[56, 8, 243, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/11313.mp4
11309,clothes,train,https://media.spreadthesign.com/video/mp4/13/399310.mp4,"[21, 2, 304, 240]",25,1,-1,spreadthesign,/Users/pratham/Programming/Hackathon/data/videos/11309.mp4
69534,who,train,http://aslbricks.org/New/ASL-Videos/who.mp4,"[381, 45, 868, 720]",25,1,-1,aslbrick,/Users/pratham/Programming/Hackathon/data/videos/69534.mp4
63242,who,train,http://www.aslsearch.com/signs/videos/who.mp4,"[188, 55, 546, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/63242.mp4
63226,who,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4,"[235, 15, 526, 414]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/63226.mp4
63227,who,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4,"[687, 96, 1421, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/63227.mp4
63228,who,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4,"[693, 88, 1401, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/63228.mp4
63229,who,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4,"[655, 72, 1505, 1071]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/63229.mp4
63230,who,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4,"[342, 20, 1162, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/63230.mp4
63231,who,train,https://media.asldeafined.com/vocabulary/1468928348.68.mp4,"[128, 8, 517, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/63231.mp4
66778,who,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4,"[165, 4, 472, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/66778.mp4
63232,who,train,https://media.asldeafined.com/vocabulary/1539176590.1089.mp4,"[112, 28, 507, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/63232.mp4
66779,who,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4,"[167, 3, 471, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/66779.mp4
63225,who,train,https://media.spreadthesign.com/video/mp4/13/51811.mp4,"[35, 0, 293, 240]",25,1,-1,spreadthesign,/Users/pratham/Programming/Hackathon/data/videos/63225.mp4
63236,who,train,https://www.signingsavvy.com/signs/mp4/9/9019.mp4,"[81, 19, 207, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/63236.mp4
63237,who,val,https://www.signingsavvy.com/signs/mp4/9/9020.mp4,"[82, 17, 212, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/63237.mp4
65298,candy,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-66.mp4,"[186, 15, 467, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65298.mp4
65299,candy,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-67.mp4,"[136, 16, 469, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65299.mp4
65300,candy,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_2-1014.mp4,"[195, 16, 467, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65300.mp4
65415,cousin,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUSIN-1171.mp4,"[134, 17, 491, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65415.mp4
13647,cousin,train,http://www.aslsearch.com/signs/videos/cousin3.mp4,"[205, 43, 479, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/13647.mp4
13648,cousin,train,http://www.aslsearch.com/signs/videos/cousin.mp4,"[192, 41, 488, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/13648.mp4
13631,cousin,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-female.mp4,"[463, 67, 856, 720]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/13631.mp4
13632,cousin,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-male.mp4,"[428, 69, 853, 720]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/13632.mp4
13633,cousin,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4,"[297, 16, 772, 480]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/13633.mp4
13634,cousin,val,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4,"[99, 24, 512, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/13634.mp4
13635,cousin,test,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4,"[59, 25, 528, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/13635.mp4
13636,cousin,train,https://media.asldeafined.com/vocabulary/1539177107.4884.mp4,"[55, 27, 520, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/13636.mp4
13630,cousin,train,https://media.spreadthesign.com/video/mp4/13/47501.mp4,"[67, 17, 251, 234]",25,1,-1,spreadthesign,/Users/pratham/Programming/Hackathon/data/videos/13630.mp4
13640,cousin,train,https://www.signingsavvy.com/signs/mp4/6/6148.mp4,"[52, 9, 225, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/13640.mp4
13641,cousin,val,https://www.signingsavvy.com/signs/mp4/6/6150.mp4,"[79, 8, 222, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/13641.mp4
13642,cousin,train,https://www.signingsavvy.com/signs/mp4/6/6568.mp4,"[54, 9, 222, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/13642.mp4
13646,cousin,train,http://www.aslsearch.com/signs/videos/cousin2.mp4,"[174, 36, 487, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/13646.mp4
14882,deaf,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4,"[186, 15, 525, 414]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/14882.mp4
14903,deaf,val,http://www.aslsearch.com/signs/videos/deaf.mp4,"[170, 62, 532, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/14903.mp4
14883,deaf,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4,"[738, 111, 1463, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/14883.mp4
14884,deaf,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4,"[677, 59, 1527, 1061]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/14884.mp4
14885,deaf,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4,"[727, 115, 1483, 1078]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/14885.mp4
14886,deaf,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4,"[445, 35, 1030, 709]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/14886.mp4
65445,deaf,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4,"[170, 15, 476, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65445.mp4
14887,deaf,val,https://media.asldeafined.com/vocabulary/1466906743.302.mp4,"[111, 30, 517, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/14887.mp4
14888,deaf,test,https://media.asldeafined.com/vocabulary/1522766619.2346.mp4,"[95, 28, 530, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/14888.mp4
14893,deaf,train,https://www.signingsavvy.com/signs/mp4/23/23016.mp4,"[66, 24, 205, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/14893.mp4
14894,deaf,train,https://www.signingsavvy.com/signs/mp4/23/23017.mp4,"[60, 24, 206, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/14894.mp4
21870,fine,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4,"[414, 53, 804, 720]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/21870.mp4
21890,fine,test,http://www.aslsearch.com/signs/videos/cost.mp4,"[166, 54, 515, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/21890.mp4
21891,fine,train,http://www.aslsearch.com/signs/videos/fine.mp4,"[236, 35, 486, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/21891.mp4
21871,fine,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4,"[206, 15, 518, 414]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/21871.mp4
21872,fine,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4,"[344, 10, 770, 480]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/21872.mp4
21869,fine,train,https://media.spreadthesign.com/video/mp4/13/92669.mp4,"[67, 10, 236, 240]",25,1,-1,spreadthesign,/Users/pratham/Programming/Hackathon/data/videos/21869.mp4
21874,fine,val,https://media.asldeafined.com/vocabulary/1468494312.7752.mp4,"[57, 6, 600, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/21874.mp4
21878,fine,train,https://www.signingsavvy.com/signs/mp4/14/14347.mp4,"[69, 14, 214, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/21878.mp4
21883,fine,train,https://www.signingsavvy.com/signs/mp4/6/6355.mp4,"[72, 15, 216, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/21883.mp4
69364,help,val,http://aslbricks.org/New/ASL-Videos/help.mp4,"[605, 64, 1417, 1080]",25,1,-1,aslbrick,/Users/pratham/Programming/Hackathon/data/videos/69364.mp4
27221,help,train,http://www.aslsearch.com/signs/videos/help.mp4,"[198, 56, 563, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/27221.mp4
27206,help,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4,"[211, 16, 525, 414]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/27206.mp4
27207,help,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4,"[665, 54, 1608, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/27207.mp4
27208,help,train,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4,"[80, 14, 536, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/27208.mp4
27209,help,test,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4,"[66, 20, 607, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/27209.mp4
65890,help,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4,"[182, 14, 465, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65890.mp4
27213,help,test,https://www.signingsavvy.com/signs/mp4/23/23431.mp4,"[92, 24, 202, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/27213.mp4
27214,help,train,https://www.signingsavvy.com/signs/mp4/5/5871.mp4,"[77, 3, 220, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/27214.mp4
65891,help,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4,"[188, 14, 463, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65891.mp4
65889,help,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4,"[188, 15, 469, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/65889.mp4
27215,help,train,https://www.signingsavvy.com/signs/mp4/6/6389.mp4,"[72, 14, 217, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/27215.mp4
27216,help,train,https://www.signingsavvy.com/signs/mp4/9/9918.mp4,"[67, 5, 217, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/27216.mp4
27217,help,train,https://www.signingsavvy.com/signs/mp4/9/9936.mp4,"[61, 12, 213, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/27217.mp4
69411,no,val,http://aslbricks.org/New/ASL-Videos/no.mp4,"[274, 43, 875, 720]",25,1,-1,aslbrick,/Users/pratham/Programming/Hackathon/data/videos/69411.mp4
38525,no,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4,"[223, 12, 525, 414]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/38525.mp4
38544,no,train,http://www.aslsearch.com/signs/videos/no.mp4,"[258, 38, 509, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/38544.mp4
38527,no,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4,"[777, 24, 1651, 1080]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/38527.mp4
38529,no,train,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4,"[88, 0, 502, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/38529.mp4
38530,no,train,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4,"[138, 36, 517, 480]",25,1,-1,asldeafined,/Users/pratham/Programming/Hackathon/data/videos/38530.mp4
38532,no,train,https://www.signingsavvy.com/signs/mp4/23/23547.mp4,"[74, 22, 205, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/38532.mp4
38533,no,val,https://www.signingsavvy.com/signs/mp4/23/23949.mp4,"[83, 17, 215, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/38533.mp4
66183,no,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4,"[143, 0, 480, 370]",25,1,-1,aslsignbank,/Users/pratham/Programming/Hackathon/data/videos/66183.mp4
38524,no,train,https://media.spreadthesign.com/video/mp4/13/48823.mp4,"[54, 0, 261, 240]",25,1,-1,spreadthesign,/Users/pratham/Programming/Hackathon/data/videos/38524.mp4
38534,no,train,https://www.signingsavvy.com/signs/mp4/6/6400.mp4,"[77, 17, 218, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/38534.mp4
57948,thin,val,https://www.signingsavvy.com/signs/mp4/22/22387.mp4,"[66, 21, 206, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/57948.mp4
57949,thin,train,https://www.signingsavvy.com/signs/mp4/22/22387.mp4,"[66, 21, 206, 192]",25,1,-1,signingsavvy,/Users/pratham/Programming/Hackathon/data/videos/57949.mp4
57934,thin,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin-2.mp4,"[427, 57, 820, 720]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/57934.mp4
57953,thin,train,http://www.aslsearch.com/signs/videos/skinny.mp4,"[214, 53, 566, 400]",25,1,-1,aslsearch,/Users/pratham/Programming/Hackathon/data/videos/57953.mp4
57935,thin,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin.mp4,"[437, 57, 825, 720]",25,1,-1,startasl,/Users/pratham/Programming/Hackathon/data/videos/57935.mp4
57936,thin,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-aLghoMT6IhA.mp4,"[840, 75, 1596, 1075]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/57936.mp4
57937,thin,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-cXEknONHNEc.mp4,"[740, 74, 1629, 1076]",25,1,-1,signschool,/Users/pratham/Programming/Hackathon/data/videos/57937.mp4
