video_id,gloss,split,url,bbox,fps,frame_start,frame_end,source
17714,drink,train,https://www.handspeak.com/word/d/drink2.mp4,"[53, 9, 579, 480]",25,1,-1,handspeak
17715,drink,train,https://www.handspeak.com/word/d/drink-alcohol.mp4,"[57, 0, 586, 480]",25,1,-1,handspeak
17716,drink,test,https://www.handspeak.com/word/d/drink-british.mp4,"[113, 0, 493, 360]",25,1,-1,handspeak
17717,drink,train,https://www.handspeak.com/word/d/drink.mp4,"[112, 0, 509, 360]",25,1,-1,handspeak
17718,drink,test,https://www.handspeak.com/word/d/drink-mug.mp4,"[84, 0, 506, 360]",25,1,-1,handspeak
17709,drink,train,https://media.spreadthesign.com/video/mp4/13/153289.mp4,"[41, 9, 257, 240]",25,1,-1,spreadthesign
67594,drink,train,https://youtu.be/yawcLQIhQiE,"[98, 13, 372, 360]",25,1,-1,asllex
17719,drink,train,https://www.handspeak.com/word/d/drink-plu.mp4,"[124, 0, 542, 360]",25,1,-1,handspeak
17720,drink,train,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,"[49, 3, 220, 192]",25,1,-1,signingsavvy
17721,drink,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,"[66, 19, 209, 192]",25,1,-1,signingsavvy
17722,drink,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,"[66, 19, 209, 192]",25,1,-1,signingsavvy
17723,drink,train,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,"[65, 20, 208, 192]",25,1,-1,signingsavvy
17724,drink,val,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,"[68, 18, 220, 192]",25,1,-1,signingsavvy
12306,computer,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,5122,5181,asl5200
68028,computer,train,https://www.youtube.com/watch?v=H-tAzh-nuV8,"[111, 0, 1198, 720]",25,1,-1,valencia-asl
69054,computer,train,https://www.youtube.com/watch?v=YEFd7zsUNXU,"[110, 16, 549, 360]",25,1,72,lillybauer
12328,computer,train,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,"[56, 11, 240, 192]",25,1,-1,signingsavvy
12329,computer,train,https://www.youtube.com/watch?v=97IwdVSOQho,"[317, 42, 1077, 720]",25,1,-1,aslu
12330,computer,train,https://www.youtube.com/watch?v=cujhpwWi1yY,"[299, 34, 1066, 720]",25,1,-1,aslu
12312,computer,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,"[422, 50, 824, 720]",25,1,-1,startasl
12331,computer,train,https://www.youtube.com/watch?v=fY11M3Dxxx0,"[320, 47, 961, 720]",25,1,-1,aslu
12332,computer,test,https://www.youtube.com/watch?v=lVo6MByRMHY,"[331, 67, 869, 720]",25,1,-1,nabboud
12333,computer,val,https://www.youtube.com/watch?v=-_RSZM-lLXE,"[256, 28, 1084, 720]",25,1,-1,aslu
12335,computer,val,https://www.youtube.com/watch?v=vK4GwJaDcWU,"[321, 1, 953, 720]",25,1,-1,aslu
12336,computer,test,https://www.youtube.com/watch?v=-wmqgdmwySo,"[386, 67, 872, 720]",25,1,-1,nabboud
12311,computer,train,https://media.spreadthesign.com/video/mp4/13/51378.mp4,"[27, 0, 313, 240]",25,1,-1,spreadthesign
12337,computer,train,http://www.aslpro.com/main/c/computer.swf,"[8, 1, 251, 240]",25,1,-1,aslpro
12338,computer,train,http://www.aslsearch.com/signs/videos/computer.mp4,"[221, 42, 501, 400]",25,1,-1,aslsearch
12313,computer,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,"[409, 51, 833, 720]",25,1,-1,startasl
12314,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,"[257, 38, 1684, 1080]",25,1,-1,signschool
12315,computer,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,"[436, 35, 1765, 1080]",25,1,-1,signschool
12316,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,"[412, 18, 1698, 1080]",25,1,-1,signschool
12317,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,"[473, 44, 1708, 1080]",25,1,-1,signschool
12318,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,"[365, 45, 1673, 1080]",25,1,-1,signschool
12319,computer,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,"[494, 99, 1414, 1077]",25,1,-1,signschool
12320,computer,test,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,"[74, 19, 565, 480]",25,1,-1,asldeafined
67519,computer,test,https://youtu.be/u1xoXux2NaE,"[96, 17, 417, 360]",25,1,-1,asllex
12321,computer,train,https://www.handspeak.com/word/c/computer-arm2.mp4,"[115, 0, 561, 480]",25,1,-1,handspeak
12322,computer,train,https://www.handspeak.com/word/c/computer-arm.mp4,"[107, 0, 534, 480]",25,1,-1,handspeak
12323,computer,train,https://www.handspeak.com/word/c/computer-head.mp4,"[14, 0, 521, 480]",25,1,-1,handspeak
12324,computer,train,https://www.handspeak.com/word/c/computer-old2.mp4,"[120, 9, 522, 360]",25,1,-1,handspeak
12326,computer,val,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,"[69, 9, 214, 192]",25,1,-1,signingsavvy
12327,computer,train,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,"[63, 0, 218, 192]",25,1,-1,signingsavvy
05724,before,train,https://www.youtube.com/watch?v=pDqITge_TGs,"[0, 0, 360, 240]",25,1733,1779,asl5200
70348,before,train,https://www.youtube.com/watch?v=bq-HmgjGzmw,"[185, 50, 419, 360]",25,4778,4873,northtexas
68007,before,train,https://www.youtube.com/watch?v=IYH-gBXXl8I,"[121, 26, 1003, 720]",25,1,-1,valencia-asl
05744,before,train,https://www.youtube.com/watch?v=MvtVsr3P098,"[156, 14, 493, 360]",25,1,-1,aslu
05746,before,val,https://www.youtube.com/watch?v=PeO4kaKvoVM,"[142, 12, 493, 360]",25,1,-1,aslu
05728,before,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,"[624, 70, 1587, 1070]",25,1,-1,signschool
05747,before,train,https://www.youtube.com/watch?v=TQMe2WDz9QE,"[327, 2, 1071, 720]",25,1,-1,aslu
05748,before,train,http://www.aslpro.com/main/b/before.swf,"[15, 12, 206, 240]",25,1,-1,aslpro
05749,before,train,http://www.aslsearch.com/signs/videos/before3.mp4,"[167, 52, 512, 400]",25,1,-1,aslsearch
05750,before,val,http://www.aslsearch.com/signs/videos/before.mp4,"[171, 52, 513, 400]",25,1,-1,aslsearch
05729,before,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,"[300, 12, 1202, 1080]",25,1,-1,signschool
05730,before,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,"[712, 64, 1652, 1080]",25,1,-1,signschool
65167,before,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,"[190, 0, 504, 370]",25,1,-1,aslsignbank
05731,before,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,"[570, 98, 1535, 1080]",25,1,-1,signschool
05732,before,train,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,"[103, 25, 528, 480]",25,1,-1,asldeafined
05733,before,train,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,"[95, 23, 533, 480]",25,1,-1,asldeafined
05734,before,train,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,"[129, 0, 555, 480]",25,1,-1,asldeafined
05735,before,test,https://www.handspeak.com/word/b/before-long.mp4,"[30, 4, 550, 480]",25,1,-1,handspeak
05736,before,val,https://www.handspeak.com/word/b/before.mp4,"[59, 0, 303, 240]",25,1,-1,handspeak
05727,before,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,"[386, 45, 810, 720]",25,1,-1,startasl
05737,before,val,https://www.handspeak.com/word/b/before-past.mp4,"[102, 11, 532, 480]",25,1,-1,handspeak
05739,before,test,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,"[74, 23, 209, 192]",25,1,-1,signingsavvy
05740,before,train,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,"[90, 22, 203, 192]",25,1,-1,signingsavvy
05741,before,test,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,"[65, 9, 219, 192]",25,1,-1,signingsavvy
05742,before,train,https://www.signingsavvy.com/signs/mp4/6/6164.mp4,"[67, 14, 216, 192]",25,1,-1,signingsavvy
05743,before,train,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,"[43, 3, 212, 192]",25,1,-1,signingsavvy
09847,chair,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,1830,1889,asl5200
70230,chair,train,https://www.youtube.com/watch?v=4Nh1iFv2BMc,"[127, 41, 449, 360]",25,2101,2231,northtexas
68580,chair,train,https://www.youtube.com/watch?v=j2hvnGiBrRI,"[340, 12, 944, 720]",25,1,51,lillybauer
70263,chair,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,"[112, 39, 426, 360]",25,3092,3209,northtexas
68019,chair,train,https://www.youtube.com/watch?v=zICB0wesqvY,"[229, 3, 672, 480]",25,1,-1,valencia-asl
09865,chair,train,http://www.aslpro.com//main/c/chair_stacking.swf,"[0, 10, 245, 240]",25,1,-1,aslpro
09866,chair,train,http://www.aslpro.com/main/c/chair.swf,"[18, 6, 247, 240]",25,1,-1,aslpro
09848,chair,train,https://media.spreadthesign.com/video/mp4/13/74909.mp4,"[40, 6, 266, 240]",25,1,-1,spreadthesign
09867,chair,test,http://www.aslpro.com//main/c/chair_wood.swf,"[5, 9, 250, 240]",25,1,-1,aslpro
09869,chair,train,http://www.aslsearch.com/signs/videos/chair.mp4,"[183, 55, 560, 400]",25,1,-1,aslsearch
09849,chair,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4,"[388, 56, 806, 720]",25,1,-1,startasl
09850,chair,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4,"[667, 144, 1472, 1061]",25,1,-1,signschool
09851,chair,val,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4,"[102, 22, 563, 480]",25,1,-1,asldeafined
65328,chair,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4,"[169, 15, 476, 370]",25,1,-1,aslsignbank
09853,chair,train,https://www.handspeak.com/word/c/chair.mp4,"[60, 0, 306, 240]",25,1,-1,handspeak
09854,chair,val,https://www.signingsavvy.com/signs/mp4/7/7821.mp4,"[81, 15, 233, 192]",25,1,-1,signingsavvy
09855,chair,test,https://www.youtube.com/watch?v=8vc2vD9N4tk,"[288, 29, 1001, 720]",25,1,-1,aslu
09856,chair,train,https://www.youtube.com/watch?v=dXz1i9gTR4w,"[273, 88, 902, 720]",25,1,-1,nabboud
67483,chair,val,https://youtu.be/K47c4lIJQvI,"[92, 19, 395, 360]",25,1,-1,asllex
09857,chair,train,http://www.aslpro.com//main/c/chair_director.swf,"[15, 8, 245, 240]",25,1,-1,aslpro
09858,chair,train,http://www.aslpro.com//main/c/chair_folding.swf,"[0, 8, 249, 240]",25,1,-1,aslpro
09859,chair,train,http://www.aslpro.com//main/c/chair_lawn_folding.swf,"[0, 8, 247, 240]",25,1,-1,aslpro
09860,chair,train,http://www.aslpro.com//main/c/chair_lawn.swf,"[1, 8, 252, 240]",25,1,-1,aslpro
09861,chair,train,http://www.aslpro.com//main/c/chair_loveseat.swf,"[18, 5, 242, 240]",25,1,-1,aslpro
09862,chair,val,http://www.aslpro.com//main/c/chair_recliner.swf,"[10, 9, 248, 240]",25,1,-1,aslpro
09863,chair,train,http://www.aslpro.com//main/c/chair_rocking_1.swf,"[5, 8, 239, 240]",25,1,-1,aslpro
24857,go,test,https://www.youtube.com/watch?v=YdHKN_wHZqo,"[0, 0, 360, 240]",25,887,926,asl5200
69345,go,val,http://aslbricks.org/New/ASL-Videos/go.mp4,"[268, 38, 898, 720]",25,1,-1,aslbrick
68292,go,train,https://www.youtube.com/watch?v=7IkKMzvSsFM,"[93, 11, 559, 360]",25,1,65,lillybauer
24955,go,train,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,"[79, 22, 201, 192]",25,1,-1,signingsavvy
24956,go,train,https://www.signingsavvy.com/signs/mp4/23/23401.mp4,"[81, 22, 199, 192]",25,1,-1,signingsavvy
24941,go,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4,"[187, 18, 526, 414]",25,1,-1,startasl
24960,go,test,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,"[78, 25, 214, 192]",25,1,-1,signingsavvy
24961,go,train,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,"[78, 25, 214, 192]",25,1,-1,signingsavvy
24962,go,train,https://www.signingsavvy.com/signs/mp4/23/23519.mp4,"[88, 25, 217, 192]",25,1,-1,signingsavvy
24965,go,train,https://www.youtube.com/watch?v=jknOnIhAbNo,"[201, 38, 837, 720]",25,1,-1,nabboud
24969,go,train,https://www.youtube.com/watch?v=ZEyH-t5ALCs,"[239, 20, 942, 720]",25,1,-1,aslu
24970,go,train,https://www.youtube.com/watch?v=ZEyH-t5ALCs,"[239, 20, 942, 720]",25,1,-1,aslu
24971,go,train,https://www.youtube.com/watch?v=ZyL9f_qoGug,"[345, 51, 948, 720]",25,1,-1,nabboud
24972,go,train,http://www.aslpro.com/main/g/go.swf,"[2, 9, 248, 240]",25,1,-1,aslpro
65824,go,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4,"[149, 9, 591, 370]",25,1,-1,aslsignbank
24973,go,train,http://www.aslsearch.com/signs/videos/go.mp4,"[229, 42, 573, 400]",25,1,-1,aslsearch
24943,go,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4,"[283, 19, 812, 480]",25,1,-1,signschool
24946,go,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4,"[607, 62, 1534, 1075]",25,1,-1,signschool
24947,go,train,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4,"[58, 2, 557, 480]",25,1,-1,asldeafined
24948,go,val,https://www.handspeak.com/word/g/go.mp4,"[37, 7, 273, 240]",25,1,-1,handspeak
24940,go,train,https://media.spreadthesign.com/video/mp4/13/58507.mp4,"[37, 1, 284, 240]",25,1,-1,spreadthesign
67715,go,test,https://youtu.be/QfVrSA3yrSc,"[106, 19, 343, 360]",25,1,-1,asllex
24950,go,train,https://www.handspeak.com/word/g/go-to2.mp4,"[4, 9, 525, 480]",25,1,-1,handspeak
24951,go,train,https://www.handspeak.com/word/g/go-to.mp4,"[13, 1, 526, 480]",25,1,-1,handspeak
24952,go,val,https://www.signingsavvy.com/signs/mp4/22/22235.mp4,"[32, 14, 204, 192]",25,1,-1,signingsavvy
24954,go,train,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,"[79, 22, 201, 192]",25,1,-1,signingsavvy
11305,clothes,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,"[0, 0, 360, 240]",25,3938,3997,asl5200
68870,clothes,train,https://www.youtube.com/watch?v=RVnoNW53qFU,"[348, 11, 932, 720]",25,1,51,lillybauer
68024,clothes,train,https://www.youtube.com/watch?v=Xmrvvk8l3_w,"[210, 0, 661, 480]",25,1,-1,valencia-asl
11327,clothes,train,http://www.aslpro.com//main/c/clothes.swf,"[0, 5, 255, 240]",25,1,-1,aslpro
11328,clothes,train,http://www.aslpro.com//main/c/clothes_winter.swf,"[14, 8, 243, 240]",25,1,-1,aslpro
11310,clothes,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4,"[403, 67, 893, 720]",25,1,-1,startasl
11329,clothes,train,http://www.aslpro.com//main/c/clothes_womens.swf,"[12, 7, 236, 240]",25,1,-1,aslpro
11330,clothes,train,http://www.aslsearch.com/signs/videos/clothes.mp4,"[165, 51, 578, 400]",25,1,-1,aslsearch
11311,clothes,test,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4,"[70, 21, 614, 480]",25,1,-1,asldeafined
11312,clothes,train,https://www.handspeak.com/word/c/clothes.mp4,"[42, 0, 612, 480]",25,1,-1,handspeak
11313,clothes,train,https://www.signingsavvy.com/signs/mp4/6/6566.mp4,"[56, 8, 243, 192]",25,1,-1,signingsavvy
11314,clothes,val,https://www.youtube.com/watch?v=06hMAkUdQgg,"[242, 43, 1134, 720]",25,1,-1,aslu
11315,clothes,val,https://www.youtube.com/watch?v=15czV0-SagI,"[341, 49, 999, 720]",25,1,-1,aslu
11309,clothes,train,https://media.spreadthesign.com/video/mp4/13/399310.mp4,"[21, 2, 304, 240]",25,1,-1,spreadthesign
11316,clothes,train,https://www.youtube.com/watch?v=mda48XkT9gQ,"[320, 28, 968, 720]",25,1,-1,aslu
11317,clothes,train,http://www.aslpro.com//main/c/clothes_boys.swf,"[3, 6, 240, 240]",25,1,-1,aslpro
11318,clothes,test,http://www.aslpro.com//main/c/clothes_designer.swf,"[0, 6, 224, 240]",25,1,-1,aslpro
11319,clothes,val,http://www.aslpro.com//main/c/clothes_fall.swf,"[12, 7, 234, 240]",25,1,-1,aslpro
11320,clothes,train,http://www.aslpro.com//main/c/clothes_girls.swf,"[5, 9, 242, 240]",25,1,-1,aslpro
11321,clothes,train,http://www.aslpro.com//main/c/clothes_irregular.swf,"[7, 7, 232, 240]",25,1,-1,aslpro
11322,clothes,train,http://www.aslpro.com//main/c/clothes_mens.swf,"[3, 8, 228, 240]",25,1,-1,aslpro
11323,clothes,train,http://www.aslpro.com//main/c/clothes_petite.swf,"[8, 5, 238, 240]",25,1,-1,aslpro
11324,clothes,train,http://www.aslpro.com//main/c/clothes_plus_size.swf,"[0, 9, 254, 240]",25,1,-1,aslpro
11325,clothes,val,http://www.aslpro.com//main/c/clothes_spring.swf,"[14, 8, 238, 240]",25,1,-1,aslpro
11326,clothes,train,http://www.aslpro.com//main/c/clothes_summer.swf,"[13, 8, 241, 240]",25,1,-1,aslpro
63219,who,test,https://www.youtube.com/watch?v=A5dihMAjeTE,"[0, 0, 360, 240]",25,2159,2235,asl5200
69534,who,train,http://aslbricks.org/New/ASL-Videos/who.mp4,"[381, 45, 868, 720]",25,1,-1,aslbrick
68890,who,train,https://www.youtube.com/watch?v=SQUHKsHMUiw,"[343, 21, 928, 720]",25,1,54,lillybauer
68183,who,train,https://www.youtube.com/watch?v=Xx8ZjswBRLY,"[196, 11, 606, 480]",25,1,-1,valencia-asl
63239,who,train,https://www.youtube.com/watch?v=pBnGrdxhxHQ,"[356, 43, 951, 720]",25,1,-1,aslu
63240,who,train,https://www.youtube.com/watch?v=_V31e361KV8,"[333, 18, 917, 720]",25,1,-1,aslu
63241,who,train,http://www.aslpro.com/main/w/who.swf,"[25, 8, 223, 240]",25,1,-1,aslpro
63242,who,train,http://www.aslsearch.com/signs/videos/who.mp4,"[188, 55, 546, 400]",25,1,-1,aslsearch
63226,who,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4,"[235, 15, 526, 414]",25,1,-1,startasl
63227,who,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4,"[687, 96, 1421, 1080]",25,1,-1,signschool
63228,who,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4,"[693, 88, 1401, 1080]",25,1,-1,signschool
